ADRNo;SOC;SOCCode: System Organ Class;HLT:Higher Level Term;HLTCode;PT: Preffered Term;PTCode;LLT: Lower Level Term;LLTCode
0106/19;Digestive tract disorders;5;Pancreas disorders;37;Pancreatitis;880;Pancreatitis;1891
0106/19;Investigations;34;Investigations NOS;259;Elevated total bilirubin;1055;Elevated total bilirubin;2052
0107/19;Systemic disorders;19;General signs or symptoms;154;Weight loss;946;Weight loss;1043
0107/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Scour;303
0107/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
0107/19;Systemic disorders;19;Death;151;Death;592;Death;984
0108/19;Behavioural disorders;2;Other behavioural disorders;6;Aggression;69;Aggression;113
0109/19;Neurological disorders;14;Coordination and balance signs;98;Ataxia;400;Ataxia;654
0109/19;Neurological disorders;14;Central nervous system disorders;94;Central nervous system disorder NOS;389;Head tilt - neurological disorder;2523
0110/19;Skin and appendages disorders;18;Skin disorders NOS;239;Skin lesion NOS;582;Skin lesion NOS;966
0111/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Pruritus;577;Scratching;959
0111/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Pruritus;577;Generalised itching;1492
0112/19;Investigations;34;Hepatobiliary investigations;258;Elevated liver enzymes;1052;Elevated ALT;2050
0112/19;Investigations;34;Investigations NOS;259;Elevated serum alkaline phosphatase (SAP);1100;Elevated SAP;2055
0112/19;Investigations;34;Renal and urinary investigations;262;Increased blood urea nitrogen (BUN) or creatinine;1069;Elevated BUN;2047
0112/19;Investigations;34;Metabolic investigations;254;Hypoglycaemia;904;Hypoglycaemia;1947
0112/19;Systemic disorders;19;General signs or symptoms;154;Weight gain;620;Weight gain;1050
0112/19;Eye disorders;8;Other eye disorders;62;Eye disorder NOS;280;Ocular discharge;468
0112/19;Eye disorders;8;Scleral and conjunctival disorders;64;Conjunctivitis;291;Conjunctivitis;469
0112/19;Respiratory tract disorders;17;Tracheal and laryngeal disorders;137;Tracheal and laryngeal disorder NOS;869;Tracheal rales;2489
0112/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Decreased appetite;998
0112/19;Systemic disorders;19;General signs or symptoms;154;Weight loss;946;Weight loss;1043
0112/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
0112/19;Investigations;34;Electrolyte investigations;260;Hyperphosphataemia;1066;Hyperphosphataemia;2046
0112/19;Respiratory tract disorders;17;Bronchial and lung disorders;132;Rale;514;Harsh lung sounds;2487
0112/19;Investigations;34;Renal and urinary investigations;262;Increased blood urea nitrogen (BUN) or creatinine;1069;Elevated creatinine;2048
0112/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Diarrhoea;302
0112/19;Investigations;34;Renal and urinary investigations;262;Increased blood urea nitrogen (BUN) or creatinine;1069;Elevated renal enzymes;1992
0112/19;Investigations;34;Hepatobiliary investigations;258;Elevated liver enzymes;1052;Elevated liver enzymes;1942
0112/19;Respiratory tract disorders;17;Respiratory tract disorders;138;Respiratory tract infection NOS;651;Respiratory tract infection NOS;1182
0112/19;Systemic disorders;19;General signs or symptoms;154;Increased appetite;779;Polyphagia;137
0112/19;Cardio-vascular system disorders;4;Cardiac rhythm disorders;21;Tachycardia;122;Tachycardia;192
0112/19;Investigations;34;White blood cell investigations;250;Leucopenia;98;Leucopenia;164
0112/19;Investigations;34;White blood cell investigations;250;Lymphopenia;100;Lymphopenia;166
0113/19;Investigations;34;Red blood cell investigations;249;Disorder of red blood cell NOS;745;Disorder of red blood cell NOS;1416
0113/19;Investigations;34;Electrolyte investigations;260;Hypochloraemia;1062;Hypochloraemia;2578
0113/19;Investigations;34;Electrolyte investigations;260;Hypophosphataemia;1067;Hypophosphataemia;2242
0113/19;Investigations;34;Investigations NOS;259;Elevated serum alkaline phosphatase (SAP);1100;Elevated SAP;2055
0113/19;Investigations;34;Hepatobiliary investigations;258;Elevated liver enzymes;1052;Elevated liver enzymes;1942
0113/19;Renal and urinary disorders;15;Renal disorders;107;Polyuria;425;Polyuria;718
0113/19;Systemic disorders;19;General signs or symptoms;154;Polydipsia;339;Polydipsia;543
0113/19;Investigations;34;Red blood cell investigations;249;Polycythaemia;1028;Increased red blood cell count;2613
0113/19;Investigations;34;Other abnormal test result NOS;267;Other abnormal test result NOS;1092;Abnormal test result;1221
0113/19;Investigations;34;Investigations NOS;259;Elevated total bilirubin;1055;Elevated total bilirubin;2052
0113/19;Investigations;34;Muscle investigations;261;Elevated creatine-kinase (CK);1068;Elevated creatine-kinase (CK);2245
0113/19;Investigations;34;Hepatobiliary investigations;258;Elevated liver enzymes;1052;Elevated ALT;2050
0113/19;Investigations;34;Metabolic investigations;254;Elevated serum lipids;1095;Elevated cholesterol (total);2266
0114/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
0114/19;Systemic disorders;19;General signs or symptoms;154;Weight gain;620;Weight gain;1050
0114/19;Systemic disorders;19;General signs or symptoms;154;Malaise;608;Off colour;1028
0114/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Decreased appetite;998
0114/19;Behavioural disorders;2;Other behavioural disorders;6;Behavioural disorder NOS;71;Behavioural disorder NOS;116
0115/19;Application site disorders;1;Injection site reactions;3;Injection site oedema;55;Injection site swelling;91
0115/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Inappetence;999
0115/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Pyrexia;1031
0115/19;Investigations;34;Abnormal cytology;264;Abnormal cytology;1089;Abnormal cytology;2588
0115/19;Application site disorders;1;Injection site reactions;3;Injection site inflammation;51;Injection site inflammation;84
0116/19;Systemic disorders;19;General signs or symptoms;154;Malaise;608;Off colour;1028
0116/19;Respiratory tract disorders;17;Bronchial and lung disorders;132;Tachypnoea;515;Tachypnoea;854
0116/19;Systemic disorders;19;General signs or symptoms;154;Dehydration;657;Dehydration;1208
0116/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Inappetence;999
0116/19;Systemic disorders;19;General signs or symptoms;154;Adipsia;338;Not drinking;541
0116/19;Digestive tract disorders;5;Abdominal cavity disorders;28;Abdominal pain;163;Abdominal discomfort;2010
0116/19;Systemic disorders;19;General signs or symptoms;154;Localised pain NOS;607;Localised pain NOS (see other 'SOCs' for specific pain);1026
0117/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
0117/19;Digestive tract disorders;5;Stomach disorders;38;Retching;217;Retching;345
0117/19;Respiratory tract disorders;17;Tracheal and laryngeal disorders;137;Laryngeal irritation;792;Throat irritation;1836
0117/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Dermatitis and eczema;938;Dermatitis;932
0117/19;Skin and appendages disorders;18;Skin disorders NOS;239;Skin lesion NOS;582;Skin lesion NOS;966
0117/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Food refusal;2401
0117/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Dermatitis and eczema;938;Localised rash;1584
0118/19;Systemic disorders;19;General signs or symptoms;154;Weight loss;946;Weight loss;1043
0118/19;Cardio-vascular system disorders;4;Cardiac rhythm disorders;21;Tachycardia;122;Tachycardia;192
0118/19;Respiratory tract disorders;17;Bronchial and lung disorders;132;Tachypnoea;515;Panting;855
0118/19;Neurological disorders;14;Neuromuscular disorders;101;Muscle tremor;412;Trembling;687
0118/19;Systemic disorders;19;General signs or symptoms;154;Collapse NOS;599;Collapse NOS (see also 'Cardio-vascular' and 'Neurological disorders');1001
0118/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
0119/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
0119/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Pyrexia;1031
0119/19;Systemic disorders;19;General signs or symptoms;154;Oedema NOS;609;Local swelling (not application site);1580
0119/19;Blood and lymphatic system disorders;3;Lymph node disorders;18;Lymphadenopathy;108;Lymphadenopathy;174
0120/19;Digestive tract disorders;5;Intestinal disorders;236;Tenesmus;170;Straining to defecate;2453
0120/19;Ear and labyrinth disorders;6;Other ear disorders;40;Ear pain;219;Ear pain;347
0120/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Diarrhoea;302
0120/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Loose stool;304
0121/19;Systemic disorders;19;General signs or symptoms;154;Malaise;608;Off colour;1028
0121/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Diarrhoea;302
0121/19;Skin and appendages disorders;18;Skin disorders NOS;239;Skin disorders NOS;847;Skin sore;962
0121/19;Digestive tract disorders;5;Abdominal cavity disorders;28;Abdominal pain;163;Abdominal discomfort;2010
0121/19;Systemic disorders;19;General signs or symptoms;154;Anorexia;598;Inappetence;999
0121/19;Digestive tract disorders;5;Other digestive tract disorders;35;Digestive tract haemorrhage NOS;188;Blood in faeces;1081
0121/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Mucous stool;1080
0121/19;Digestive tract disorders;5;Oral cavity disorders;34;Hyposalivation;183;Dry mouth;295
0122/19;Application site disorders;1;Injection site reactions;3;Injection site reaction NOS;59;Injection site mass;2113
0122/19;Application site disorders;1;Injection site reactions;3;Injection site inflammation;51;Injection site inflammation;84
0122/19;Application site disorders;1;Injection site reactions;3;Injection site panniculitis;623;Injection site panniculitis;1053
0123/19;Systemic disorders;19;General signs or symptoms;154;Malaise;608;Off colour;1028
0123/19;Systemic disorders;19;General signs or symptoms;154;Lethargy;606;Lethargy (see also Central nervous system depression in 'Neurological');1018
0123/19;Systemic disorders;19;General signs or symptoms;154;Hyperthermia;604;Pyrexia;1031
0123/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Lameness;378;Lameness;615
0124/19;Systemic disorders;19;General signs or symptoms;154;Collapse NOS;599;Collapse NOS (see also 'Cardio-vascular' and 'Neurological disorders');1001
0124/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy;1039
0124/19;Systemic disorders;19;General signs or symptoms;154;General pain;603;Pain NOS;1012
0125/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy (endoparasite NOS);2436
0125/19;Systemic disorders;19;Death;151;Death;592;Death;984
0125/19;Investigations;34;Other abnormal test result NOS;267;Other abnormal test result NOS;1092;Abnormal test result;1221
0126/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
0126/19;Systemic disorders;19;Systemic disorders NOS;158;Systemic disorder NOS;622;Shaking;2002
0127/19;Systemic disorders;19;Lack of efficacy;155;Lack of efficacy;614;Lack of efficacy (flea);2649
0128/19;Application site disorders;1;Injection site reactions;3;Injection site oedema;55;Injection site swelling;91
0128/19;Musculoskeletal disorders;13;Musculoskeletal disorders;90;Musculoskeletal disorder NOS;640;Stiffness NOS;1794
0128/19;Application site disorders;1;Injection site reactions;3;Injection site pain;56;Injection site pain;93
0131/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
0131/19;Immune system disorders;10;Allergic conditions;72;Urticaria;321;Urticaria;521
0131/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Pruritus;577;Excoriation;1198
0131/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Pruritus;577;Scratching;959
0131/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Pruritus;577;Itchy skin;1145
0131/19;Skin and appendages disorders;18;Hair follicle and sebaceous gland disorders;144;Alopecia;708;Localised hair loss;1581
0131/19;Skin and appendages disorders;18;Skin and tissue infections;225;Bacterial skin infection;725;Pyoderma;961
0132/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
0132/19;Systemic disorders;19;General signs or symptoms;154;Polydipsia;339;Polydipsia;543
0132/19;Renal and urinary disorders;15;Renal disorders;107;Polyuria;425;Polyuria;718
0132/19;Systemic disorders;19;Death;151;Death;592;Death by euthanasia;981
0132/19;Investigations;34;Adrenal investigations;253;Hypercortisolaemia;1043;Hypocortisolaemia;2625
0134/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Pruritus;577;Excoriation;1198
0134/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Pruritus;577;Itching;958
0134/19;Skin and appendages disorders;18;Skin disorders NOS;239;Skin disorders NOS;847;Skin scab;2179
0134/19;Skin and appendages disorders;18;Epidermal and dermal disorders;237;Dermatitis and eczema;938;Miliary dermatitis;2261
0135/19;Investigations;34;Metabolic investigations;254;Hyperglycaemia;903;Hyperglycaemia;1946
0135/19;Neurological disorders;14;Neuromuscular disorders;101;Mydriasis;413;Dilated pupils;1414
0135/19;Behavioural disorders;2;Other behavioural disorders;6;Behavioural disorder NOS;71;Behavioural disorder NOS;116
0135/19;Behavioural disorders;2;Other behavioural disorders;6;Vocalisation;78;Vocalisation;129
0135/19;Application site disorders;1;Application site reactions;1;Application site self trauma;18;Licking at application site;1973
0135/19;Digestive tract disorders;5;Oral cavity disorders;34;Hypersalivation;182;Hypersalivation;293
0135/19;Digestive tract disorders;5;Stomach disorders;38;Emesis;211;Vomiting;334
0135/19;Digestive tract disorders;5;Other digestive tract disorders;35;Diarrhoea;186;Diarrhoea;302
0135/19;Renal and urinary disorders;15;Urinary bladder disorders;109;Urinary incontinence;436;Urinary incontinence;735
0135/19;Neurological disorders;14;Central nervous system disorders;94;Central nervous system disorder NOS;389;Head bobbing;2022
0135/19;Neurological disorders;14;Coordination and balance signs;98;Ataxia;400;Ataxia;654
0136/19;Behavioural disorders;2;Other behavioural disorders;6;Hyperactivity;73;Agitation;121
0136/19;Application site disorders;1;Application site reactions;1;Application site hair change;2;Application site greasy fur;2057
